,Unnamed: 0,id,trial_date,trial_hour,day_of_week,trial_country,subscription_date,sub_hour_start,sub_label,trial_dateTime,sub_dateTime,subLag,country_count,us,uk,can,aus,mon,tueSun,wedSat,thr,fri
4642,4642,5182e8c3e4b099d36dd835ed,2013-05-02 00:00:00,18,Thursday,null,,,0,2013-05-02 18:00:00,,,996,0,0,0,0,0,0,0,1,0
72266,72266,51a806dfe4b0d0905b20703c,2013-05-30 00:00:00,22,Thursday,United States,,,0,2013-05-30 22:00:00,,,45149,1,0,0,0,0,0,0,1,0
74012,74012,51a8fa73e4b080a0192e2501,2013-05-31 00:00:00,15,Friday,Canada,,,0,2013-05-31 15:00:00,,,4868,0,0,1,0,0,0,0,0,1
41541,41541,5198bb33e4b0f56ba1d92bcb,2013-05-19 00:00:00,7,Sunday,South Africa,,,0,2013-05-19 07:00:00,,,272,0,0,0,0,0,1,0,0,0
45497,45497,519a96a1e4b005a0d6f35b7f,2013-05-20 00:00:00,17,Monday,United States,,,0,2013-05-20 17:00:00,,,45149,1,0,0,0,1,0,0,0,0
29096,29096,51917b6ae4b0038fc57fd8c5,2013-05-13 00:00:00,19,Monday,United States,,,0,2013-05-13 19:00:00,,,45149,1,0,0,0,1,0,0,0,0
20529,20529,518bffb2e4b01bdfbe7258ce,2013-05-09 00:00:00,15,Thursday,United States,2013-05-11 00:00:00,10.0,1,2013-05-09 15:00:00,2013-05-11 10:00:00,1 days 19:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
7634,7634,5184d9a1e4b0c64b30fd8ca4,2013-05-04 00:00:00,5,Saturday,United Kingdom,,,0,2013-05-04 05:00:00,,,5408,0,1,0,0,0,0,1,0,0
57547,57547,519fef17e4b08d9991c0c6b1,2013-05-24 00:00:00,18,Friday,United States,2013-05-24 00:00:00,21.0,1,2013-05-24 18:00:00,2013-05-24 21:00:00,0 days 03:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
3559,3559,5182801ae4b03d6dffb7ccb1,2013-05-02 00:00:00,11,Thursday,United States,,,0,2013-05-02 11:00:00,,,45149,1,0,0,0,0,0,0,1,0
66096,66096,51a552d6e4b0b3ec204a50a2,2013-05-28 00:00:00,20,Tuesday,United States,2013-06-07 00:00:00,0.0,1,2013-05-28 20:00:00,2013-06-07 00:00:00,9 days 04:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
55503,55503,519ebb0ee4b0f33a0748911c,2013-05-23 00:00:00,20,Thursday,United States,2013-06-03 00:00:00,21.0,1,2013-05-23 20:00:00,2013-06-03 21:00:00,11 days 01:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
23384,23384,518d9360e4b05913b69c6653,2013-05-10 00:00:00,20,Friday,United States,,,0,2013-05-10 20:00:00,,,45149,1,0,0,0,0,0,0,0,1
52480,52480,519d3823e4b01ad95963f00c,2013-05-22 00:00:00,17,Wednesday,United States,2013-05-24 00:00:00,15.0,1,2013-05-22 17:00:00,2013-05-24 15:00:00,1 days 22:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
64834,64834,51a4e1f3e4b018b736e4b6a2,2013-05-28 00:00:00,12,Tuesday,United Kingdom,,,0,2013-05-28 12:00:00,,,5408,0,1,0,0,0,1,0,0,0
19837,19837,518bb5afe4b07f90ade9d804,2013-05-09 00:00:00,10,Thursday,United Kingdom,,,0,2013-05-09 10:00:00,,,5408,0,1,0,0,0,0,0,1,0
26252,26252,518ffa3fe4b02f38abf9db0c,2013-05-12 00:00:00,16,Sunday,Canada,,,0,2013-05-12 16:00:00,,,4868,0,0,1,0,0,1,0,0,0
31130,31130,51928e5ce4b02895e7fd86af,2013-05-14 00:00:00,15,Tuesday,Mexico,,,0,2013-05-14 15:00:00,,,397,0,0,0,0,0,1,0,0,0
21215,21215,518c49d9e4b0e440df342404,2013-05-09 00:00:00,21,Thursday,United States,2013-05-09 00:00:00,21.0,1,2013-05-09 21:00:00,2013-05-09 21:00:00,0 days 00:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
10513,10513,5186ed91e4b0580e000e8101,2013-05-05 00:00:00,19,Sunday,United States,,,0,2013-05-05 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
8650,8650,5185896ae4b0b930f1cbdc6f,2013-05-04 00:00:00,18,Saturday,United States,,,0,2013-05-04 18:00:00,,,45149,1,0,0,0,0,0,1,0,0
4689,4689,5182ee5ce4b099958856df78,2013-05-02 00:00:00,18,Thursday,United States,,,0,2013-05-02 18:00:00,,,45149,1,0,0,0,0,0,0,1,0
9459,9459,51863fb1e4b0c64b3100a087,2013-05-05 00:00:00,7,Sunday,Australia,,,0,2013-05-05 07:00:00,,,3414,0,0,0,1,0,1,0,0,0
65956,65956,51a541e5e4b040633933fc1e,2013-05-28 00:00:00,19,Tuesday,France,,,0,2013-05-28 19:00:00,,,562,0,0,0,0,0,1,0,0,0
40251,40251,5197bf66e4b041b39c9292a1,2013-05-18 00:00:00,13,Saturday,United States,,,0,2013-05-18 13:00:00,,,45149,1,0,0,0,0,0,1,0,0
34650,34650,51944036e4b0acc777d6a4ab,2013-05-15 00:00:00,22,Wednesday,United States,2013-05-19 00:00:00,11.0,1,2013-05-15 22:00:00,2013-05-19 11:00:00,3 days 13:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
71539,71539,51a7b95fe4b010cba53edb9d,2013-05-30 00:00:00,16,Thursday,United States,,,0,2013-05-30 16:00:00,,,45149,1,0,0,0,0,0,0,1,0
50459,50459,519c4777e4b02745db1441db,2013-05-22 00:00:00,0,Wednesday,United States,,,0,2013-05-22 00:00:00,,,45149,1,0,0,0,0,0,1,0,0
42616,42616,519958a2e4b0a2d4e1c48eef,2013-05-19 00:00:00,18,Sunday,United States,,,0,2013-05-19 18:00:00,,,45149,1,0,0,0,0,1,0,0,0
66749,66749,51a5a58ee4b068f76a161023,2013-05-29 00:00:00,2,Wednesday,United States,,,0,2013-05-29 02:00:00,,,45149,1,0,0,0,0,0,1,0,0
46733,46733,519b3491e4b09ffb7ee30554,2013-05-21 00:00:00,4,Tuesday,Australia,,,0,2013-05-21 04:00:00,,,3414,0,0,0,1,0,1,0,0,0
45898,45898,519abe2ce4b01dc84035f619,2013-05-20 00:00:00,20,Monday,United States,,,0,2013-05-20 20:00:00,,,45149,1,0,0,0,1,0,0,0,0
15908,15908,5189a328e4b0884a65fefbad,2013-05-07 00:00:00,20,Tuesday,Australia,,,0,2013-05-07 20:00:00,,,3414,0,0,0,1,0,1,0,0,0
26005,26005,518fce22e4b054ba752bbf89,2013-05-12 00:00:00,13,Sunday,United States,,,0,2013-05-12 13:00:00,,,45149,1,0,0,0,0,1,0,0,0
60863,60863,51a2869be4b018b736e20b3d,2013-05-26 00:00:00,18,Sunday,United States,,,0,2013-05-26 18:00:00,,,45149,1,0,0,0,0,1,0,0,0
12738,12738,518824a7e4b0d20f07f3c2c5,2013-05-06 00:00:00,17,Monday,United States,,,0,2013-05-06 17:00:00,,,45149,1,0,0,0,1,0,0,0,0
67459,67459,51a615e8e4b040da1a887624,2013-05-29 00:00:00,10,Wednesday,United States,2013-05-29 00:00:00,11.0,1,2013-05-29 10:00:00,2013-05-29 11:00:00,0 days 01:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
71707,71707,51a7c732e4b0c03310baf9ad,2013-05-30 00:00:00,17,Thursday,United States,2013-06-02 00:00:00,22.0,1,2013-05-30 17:00:00,2013-06-02 22:00:00,3 days 05:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
16347,16347,5189cd2ce4b01dba4e6a80e3,2013-05-07 00:00:00,23,Tuesday,United States,2013-05-09 00:00:00,19.0,1,2013-05-07 23:00:00,2013-05-09 19:00:00,1 days 20:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
53220,53220,519d83e9e4b0b0b645c6ba1d,2013-05-22 00:00:00,22,Wednesday,United States,2013-06-18 00:00:00,21.0,1,2013-05-22 22:00:00,2013-06-18 21:00:00,26 days 23:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
61120,61120,51a2abdfe4b0cf20ca092ee7,2013-05-26 00:00:00,20,Sunday,China,,,0,2013-05-26 20:00:00,,,465,0,0,0,0,0,1,0,0,0
48634,48634,519b9ec7e4b01af80eda7b01,2013-05-21 00:00:00,12,Tuesday,United States,2013-06-04 00:00:00,16.0,1,2013-05-21 12:00:00,2013-06-04 16:00:00,14 days 04:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
23704,23704,518dcd78e4b0ec65be6ca23e,2013-05-11 00:00:00,0,Saturday,United States,,,0,2013-05-11 00:00:00,,,45149,1,0,0,0,0,0,1,0,0
6058,6058,5183d5e8e4b065e39b3e41b0,2013-05-03 00:00:00,11,Friday,Bosnia and Herzegovina,2013-05-30 00:00:00,8.0,1,2013-05-03 11:00:00,2013-05-30 08:00:00,26 days 21:00:00.000000000,25,0,0,0,0,0,0,0,0,1
503,503,5180fe57e4b0ae1ace7aaa64,2013-05-01 00:00:00,7,Wednesday,United Kingdom,2013-05-11 00:00:00,9.0,1,2013-05-01 07:00:00,2013-05-11 09:00:00,10 days 02:00:00.000000000,5408,0,1,0,0,0,0,1,0,0
67946,67946,51a63bb6e4b05b671abd65ab,2013-05-29 00:00:00,13,Wednesday,United States,2013-06-14 00:00:00,14.0,1,2013-05-29 13:00:00,2013-06-14 14:00:00,16 days 01:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
45774,45774,519ab138e4b09ffb7ee26c8e,2013-05-20 00:00:00,19,Monday,United States,,,0,2013-05-20 19:00:00,,,45149,1,0,0,0,1,0,0,0,0
42511,42511,51994b5ae4b07ffef79ee840,2013-05-19 00:00:00,17,Sunday,United States,,,0,2013-05-19 17:00:00,,,45149,1,0,0,0,0,1,0,0,0
17956,17956,518aacd4e4b00d1f32fa6cd7,2013-05-08 00:00:00,15,Wednesday,United States,,,0,2013-05-08 15:00:00,,,45149,1,0,0,0,0,0,1,0,0
57186,57186,519fc518e4b046d94a9788ad,2013-05-24 00:00:00,15,Friday,United States,2013-06-17 00:00:00,22.0,1,2013-05-24 15:00:00,2013-06-17 22:00:00,24 days 07:00:00.000000000,45149,1,0,0,0,0,0,0,0,1
50087,50087,519c1f88e4b01ad959626076,2013-05-21 00:00:00,21,Tuesday,United States,,,0,2013-05-21 21:00:00,,,45149,1,0,0,0,0,1,0,0,0
33225,33225,5193b59ae4b0fbcfe93f5938,2013-05-15 00:00:00,12,Wednesday,United Kingdom,,,0,2013-05-15 12:00:00,,,5408,0,1,0,0,0,0,1,0,0
54440,54440,519e4c58e4b0fe95295c7043,2013-05-23 00:00:00,13,Thursday,Italy,,,0,2013-05-23 13:00:00,,,428,0,0,0,0,0,0,0,1,0
28091,28091,5191205de4b0eb1ecff4c86b,2013-05-13 00:00:00,13,Monday,United States,,,0,2013-05-13 13:00:00,,,45149,1,0,0,0,1,0,0,0,0
68734,68734,51a6723ee4b08ee9f749f0e8,2013-05-29 00:00:00,17,Wednesday,United States,,,0,2013-05-29 17:00:00,,,45149,1,0,0,0,0,0,1,0,0
4784,4784,5182fb1ee4b0b930f1c58ded,2013-05-02 00:00:00,19,Thursday,United States,,,0,2013-05-02 19:00:00,,,45149,1,0,0,0,0,0,0,1,0
35526,35526,5194e622e4b0dd9b7b264a9a,2013-05-16 00:00:00,9,Thursday,United States,2013-05-30 00:00:00,11.0,1,2013-05-16 09:00:00,2013-05-30 11:00:00,14 days 02:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
6896,6896,51843231e4b099d36ddc1042,2013-05-03 00:00:00,17,Friday,Germany,,,0,2013-05-03 17:00:00,,,843,0,0,0,0,0,0,0,0,1
64653,64653,51a4d07fe4b0d5c254dd9a1d,2013-05-28 00:00:00,11,Tuesday,India,,,0,2013-05-28 11:00:00,,,1018,0,0,0,0,0,1,0,0,0
28473,28473,51914248e4b0cf61a014760f,2013-05-13 00:00:00,15,Monday,United Kingdom,,,0,2013-05-13 15:00:00,,,5408,0,1,0,0,1,0,0,0,0
24093,24093,518e4bc6e4b0cf61a0111788,2013-05-11 00:00:00,9,Saturday,Australia,2013-06-02 00:00:00,5.0,1,2013-05-11 09:00:00,2013-06-02 05:00:00,21 days 20:00:00.000000000,3414,0,0,0,1,0,0,1,0,0
72488,72488,51a820c5e4b0e3038175441d,2013-05-31 00:00:00,0,Friday,United States,,,0,2013-05-31 00:00:00,,,45149,1,0,0,0,0,0,0,0,1
34992,34992,51947467e4b0dd9b7b25f23a,2013-05-16 00:00:00,1,Thursday,New Zealand,,,0,2013-05-16 01:00:00,,,648,0,0,0,0,0,0,0,1,0
3663,3663,51828c14e4b0ea9553283a60,2013-05-02 00:00:00,11,Thursday,United States,,,0,2013-05-02 11:00:00,,,45149,1,0,0,0,0,0,0,1,0
18588,18588,518aeb7ae4b04c0065d7b961,2013-05-08 00:00:00,20,Wednesday,United States,,,0,2013-05-08 20:00:00,,,45149,1,0,0,0,0,0,1,0,0
71538,71538,51a7b946e4b029045bd67712,2013-05-30 00:00:00,16,Thursday,Canada,,,0,2013-05-30 16:00:00,,,4868,0,0,1,0,0,0,0,1,0
28316,28316,519134f0e4b0454b98aedf1d,2013-05-13 00:00:00,14,Monday,United States,,,0,2013-05-13 14:00:00,,,45149,1,0,0,0,1,0,0,0,0
73451,73451,51a8c1c6e4b08b27fbbdbd37,2013-05-31 00:00:00,11,Friday,Canada,,,0,2013-05-31 11:00:00,,,4868,0,0,1,0,0,0,0,0,1
53794,53794,519df78ae4b07b846eef9f6f,2013-05-23 00:00:00,7,Thursday,Austria,,,0,2013-05-23 07:00:00,,,86,0,0,0,0,0,0,0,1,0
23153,23153,518d6f73e4b0f18fde0c767b,2013-05-10 00:00:00,18,Friday,United States,,,0,2013-05-10 18:00:00,,,45149,1,0,0,0,0,0,0,0,1
29871,29871,5191d8c0e4b0fc2bec6e8393,2013-05-14 00:00:00,2,Tuesday,United States,,,0,2013-05-14 02:00:00,,,45149,1,0,0,0,0,1,0,0,0
49267,49267,519bd2ace4b0de2d4d90397a,2013-05-21 00:00:00,16,Tuesday,United States,,,0,2013-05-21 16:00:00,,,45149,1,0,0,0,0,1,0,0,0
63110,63110,51a3e200e4b018b736e3987c,2013-05-27 00:00:00,18,Monday,United States,,,0,2013-05-27 18:00:00,,,45149,1,0,0,0,1,0,0,0,0
37796,37796,51963568e4b0812cc81896cf,2013-05-17 00:00:00,9,Friday,United States,,,0,2013-05-17 09:00:00,,,45149,1,0,0,0,0,0,0,0,1
18906,18906,518b0ccde4b0b73f466f08e2,2013-05-08 00:00:00,22,Wednesday,United States,,,0,2013-05-08 22:00:00,,,45149,1,0,0,0,0,0,1,0,0
29609,29609,5191ade8e4b01226ff4d2683,2013-05-13 00:00:00,23,Monday,United States,2013-05-22 00:00:00,20.0,1,2013-05-13 23:00:00,2013-05-22 20:00:00,8 days 21:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
497,497,5180fdc1e4b01d30b4a29f07,2013-05-01 00:00:00,7,Wednesday,United Kingdom,,,0,2013-05-01 07:00:00,,,5408,0,1,0,0,0,0,1,0,0
45558,45558,519a9c09e4b01bfcc886d152,2013-05-20 00:00:00,17,Monday,United States,,,0,2013-05-20 17:00:00,,,45149,1,0,0,0,1,0,0,0,0
16261,16261,5189c3e6e4b0884a65ff5244,2013-05-07 00:00:00,23,Tuesday,United States,,,0,2013-05-07 23:00:00,,,45149,1,0,0,0,0,1,0,0,0
19856,19856,518bb7cde4b0d1e7bd9c37b5,2013-05-09 00:00:00,10,Thursday,United States,2013-05-09 00:00:00,15.0,1,2013-05-09 10:00:00,2013-05-09 15:00:00,0 days 05:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
51296,51296,519cd6dce4b0c77ef939fcc1,2013-05-22 00:00:00,10,Wednesday,Ireland,,,0,2013-05-22 10:00:00,,,617,0,0,0,0,0,0,1,0,0
16867,16867,518a357be4b0288d5ff7ba28,2013-05-08 00:00:00,7,Wednesday,Germany,,,0,2013-05-08 07:00:00,,,843,0,0,0,0,0,0,1,0,0
18592,18592,518aebf2e4b0d62a2183635e,2013-05-08 00:00:00,20,Wednesday,United States,,,0,2013-05-08 20:00:00,,,45149,1,0,0,0,0,0,1,0,0
25759,25759,518fa217e4b0e86c5962ebd2,2013-05-12 00:00:00,10,Sunday,United States,2013-05-13 00:00:00,11.0,1,2013-05-12 10:00:00,2013-05-13 11:00:00,1 days 01:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
15075,15075,518950cde4b04ec5e3253d41,2013-05-07 00:00:00,15,Tuesday,United States,,,0,2013-05-07 15:00:00,,,45149,1,0,0,0,0,1,0,0,0
535,535,51810264e4b0337a302c92cb,2013-05-01 00:00:00,7,Wednesday,Ireland,,,0,2013-05-01 07:00:00,,,617,0,0,0,0,0,0,1,0,0
4279,4279,5182c8a7e4b04fc5ce6b793b,2013-05-02 00:00:00,16,Thursday,Germany,,,0,2013-05-02 16:00:00,,,843,0,0,0,0,0,0,0,1,0
15767,15767,51899392e4b0a77d03a49460,2013-05-07 00:00:00,19,Tuesday,United States,,,0,2013-05-07 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
37767,37767,51963107e4b0e1771287ee16,2013-05-17 00:00:00,9,Friday,Canada,,,0,2013-05-17 09:00:00,,,4868,0,0,1,0,0,0,0,0,1
20391,20391,518bf53be4b0e6fae65f180a,2013-05-09 00:00:00,15,Thursday,United States,,,0,2013-05-09 15:00:00,,,45149,1,0,0,0,0,0,0,1,0
62628,62628,51a3b11be4b068f76a1382f4,2013-05-27 00:00:00,15,Monday,United Kingdom,2013-05-30 00:00:00,20.0,1,2013-05-27 15:00:00,2013-05-30 20:00:00,3 days 05:00:00.000000000,5408,0,1,0,0,1,0,0,0,0
3499,3499,5182779be4b0cb6af9523950,2013-05-02 00:00:00,10,Thursday,Canada,,,0,2013-05-02 10:00:00,,,4868,0,0,1,0,0,0,0,1,0
5978,5978,5183cd28e4b0999588591c3f,2013-05-03 00:00:00,10,Friday,United States,,,0,2013-05-03 10:00:00,,,45149,1,0,0,0,0,0,0,0,1
37585,37585,5196051be4b08c9963075d84,2013-05-17 00:00:00,6,Friday,United Kingdom,,,0,2013-05-17 06:00:00,,,5408,0,1,0,0,0,0,0,0,1
28208,28208,51912bfbe4b00c72ce74c900,2013-05-13 00:00:00,14,Monday,United States,2013-08-11 00:00:00,8.0,1,2013-05-13 14:00:00,2013-08-11 08:00:00,89 days 18:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
68760,68760,51a6747de4b06440a162a5eb,2013-05-29 00:00:00,17,Wednesday,United States,2013-05-29 00:00:00,18.0,1,2013-05-29 17:00:00,2013-05-29 18:00:00,0 days 01:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
61037,61037,51a2a02ee4b0f0ad73583cb0,2013-05-26 00:00:00,19,Sunday,United States,,,0,2013-05-26 19:00:00,,,45149,1,0,0,0,0,1,0,0,0
58819,58819,51a1093fe4b033beac4f2123,2013-05-25 00:00:00,14,Saturday,United States,2013-08-20 00:00:00,12.0,1,2013-05-25 14:00:00,2013-08-20 12:00:00,86 days 22:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
35911,35911,5195166ae4b0c77eaa183df7,2013-05-16 00:00:00,13,Thursday,United Kingdom,,,0,2013-05-16 13:00:00,,,5408,0,1,0,0,0,0,0,1,0
43337,43337,5199c461e4b00dab067ca15b,2013-05-20 00:00:00,2,Monday,United States,,,0,2013-05-20 02:00:00,,,45149,1,0,0,0,1,0,0,0,0
51360,51360,519cdda9e4b040c7ea71c76e,2013-05-22 00:00:00,11,Wednesday,United States,,,0,2013-05-22 11:00:00,,,45149,1,0,0,0,0,0,1,0,0
2295,2295,5181b7c7e4b013121af25417,2013-05-01 00:00:00,20,Wednesday,United States,,,0,2013-05-01 20:00:00,,,45149,1,0,0,0,0,0,1,0,0
55512,55512,519ebc8fe4b0899ec2963112,2013-05-23 00:00:00,21,Thursday,United States,,,0,2013-05-23 21:00:00,,,45149,1,0,0,0,0,0,0,1,0
37317,37317,5195bd97e4b05b135b16c221,2013-05-17 00:00:00,1,Friday,"Korea, Republic of",2013-05-17 00:00:00,4.0,1,2013-05-17 01:00:00,2013-05-17 04:00:00,0 days 03:00:00.000000000,153,0,0,0,0,0,0,0,0,1
60757,60757,51a27990e4b040da1a840f17,2013-05-26 00:00:00,17,Sunday,United States,,,0,2013-05-26 17:00:00,,,45149,1,0,0,0,0,1,0,0,0
74850,74850,51a96c0de4b05f6bb2459f96,2013-05-31 00:00:00,23,Friday,United States,,,0,2013-05-31 23:00:00,,,45149,1,0,0,0,0,0,0,0,1
555,555,51810630e4b03c6b86a69ccb,2013-05-01 00:00:00,8,Wednesday,United States,,,0,2013-05-01 08:00:00,,,45149,1,0,0,0,0,0,1,0,0
37790,37790,5196343ae4b0ed5331df4813,2013-05-17 00:00:00,9,Friday,United Kingdom,2013-05-17 00:00:00,10.0,1,2013-05-17 09:00:00,2013-05-17 10:00:00,0 days 01:00:00.000000000,5408,0,1,0,0,0,0,0,0,1
46783,46783,519b400ce4b0c7e5084cd347,2013-05-21 00:00:00,5,Tuesday,Switzerland,,,0,2013-05-21 05:00:00,,,297,0,0,0,0,0,1,0,0,0
14606,14606,51892581e4b091a1ff88a520,2013-05-07 00:00:00,12,Tuesday,Thailand,,,0,2013-05-07 12:00:00,,,225,0,0,0,0,0,1,0,0,0
68472,68472,51a66126e4b07b2c6b3e412b,2013-05-29 00:00:00,16,Wednesday,Netherlands,,,0,2013-05-29 16:00:00,,,567,0,0,0,0,0,0,1,0,0
65079,65079,51a4f4f0e4b018b736e4dce6,2013-05-28 00:00:00,14,Tuesday,United States,2013-05-28 00:00:00,14.0,1,2013-05-28 14:00:00,2013-05-28 14:00:00,0 days 00:00:00.000000000,45149,1,0,0,0,0,1,0,0,0
28057,28057,51911d1ce4b0f18fde105054,2013-05-13 00:00:00,13,Monday,United States,2013-05-27 00:00:00,21.0,1,2013-05-13 13:00:00,2013-05-27 21:00:00,14 days 08:00:00.000000000,45149,1,0,0,0,1,0,0,0,0
73666,73666,51a8d8fae4b08b27fbbdebf5,2013-05-31 00:00:00,13,Friday,United Kingdom,,,0,2013-05-31 13:00:00,,,5408,0,1,0,0,0,0,0,0,1
36010,36010,51952152e4b0ac0a66b1e761,2013-05-16 00:00:00,14,Thursday,United Kingdom,,,0,2013-05-16 14:00:00,,,5408,0,1,0,0,0,0,0,1,0
48309,48309,519a6292e4b03a169145f468,2013-05-20 00:00:00,13,Monday,null,,,0,2013-05-20 13:00:00,,,996,0,0,0,0,1,0,0,0,0
57958,57958,51a03515e4b0127f6430057d,2013-05-24 00:00:00,23,Friday,New Zealand,,,0,2013-05-24 23:00:00,,,648,0,0,0,0,0,0,0,0,1
41024,41024,51983093e4b0a0fe04ea4c2d,2013-05-18 00:00:00,21,Saturday,Australia,,,0,2013-05-18 21:00:00,,,3414,0,0,0,1,0,0,1,0,0
50674,50674,519c67dde4b0245c51b51e35,2013-05-22 00:00:00,2,Wednesday,United States,2013-06-02 00:00:00,15.0,1,2013-05-22 02:00:00,2013-06-02 15:00:00,11 days 13:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
47537,47537,519a4f82e4b0f8052ad41cfc,2013-05-20 00:00:00,12,Monday,null,,,0,2013-05-20 12:00:00,,,996,0,0,0,0,1,0,0,0,0
55500,55500,519ebaa7e4b048f9f83322ae,2013-05-23 00:00:00,20,Thursday,United States,2013-06-08 00:00:00,20.0,1,2013-05-23 20:00:00,2013-06-08 20:00:00,16 days 00:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
55505,55505,519ebb34e4b0f5c5a03d5ca1,2013-05-23 00:00:00,20,Thursday,United States,2013-06-12 00:00:00,11.0,1,2013-05-23 20:00:00,2013-06-12 11:00:00,19 days 15:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
47216,47216,519b83dbe4b06b72464abc47,2013-05-21 00:00:00,10,Tuesday,Italy,,,0,2013-05-21 10:00:00,,,428,0,0,0,0,0,1,0,0,0
23504,23504,518da468e4b0d03df1fd0fab,2013-05-10 00:00:00,21,Friday,Australia,,,0,2013-05-10 21:00:00,,,3414,0,0,0,1,0,0,0,0,1
71097,71097,51a793d4e4b0434836e3ef91,2013-05-30 00:00:00,14,Thursday,United States,,,0,2013-05-30 14:00:00,,,45149,1,0,0,0,0,0,0,1,0
58754,58754,51a1023ee4b0f957dd55c91e,2013-05-25 00:00:00,14,Saturday,United States,,,0,2013-05-25 14:00:00,,,45149,1,0,0,0,0,0,1,0,0
19404,19404,518b6237e4b06a18ff5191e8,2013-05-09 00:00:00,4,Thursday,China,,,0,2013-05-09 04:00:00,,,465,0,0,0,0,0,0,0,1,0
64309,64309,51a4a581e4b093105c279bdf,2013-05-28 00:00:00,8,Tuesday,India,,,0,2013-05-28 08:00:00,,,1018,0,0,0,0,0,1,0,0,0
44288,44288,519a5cb3e4b04df312112fc9,2013-05-20 00:00:00,13,Monday,United States,,,0,2013-05-20 13:00:00,,,45149,1,0,0,0,1,0,0,0,0
14610,14610,518925dae4b00d33ee9d6b64,2013-05-07 00:00:00,12,Tuesday,Netherlands,,,0,2013-05-07 12:00:00,,,567,0,0,0,0,0,1,0,0,0
70386,70386,51a752d3e4b0930fcb06dd09,2013-05-30 00:00:00,9,Thursday,Nigeria,,,0,2013-05-30 09:00:00,,,61,0,0,0,0,0,0,0,1,0
245,245,5180bfbee4b0c1fda9c0958f,2013-05-01 00:00:00,3,Wednesday,United States,,,0,2013-05-01 03:00:00,,,45149,1,0,0,0,0,0,1,0,0
36819,36819,519579f3e4b0fe8d015fcc34,2013-05-16 00:00:00,20,Thursday,United States,2013-05-29 00:00:00,7.0,1,2013-05-16 20:00:00,2013-05-29 07:00:00,12 days 11:00:00.000000000,45149,1,0,0,0,0,0,0,1,0
29521,29521,5191a41be4b01226ff4d0829,2013-05-13 00:00:00,22,Monday,Nigeria,,,0,2013-05-13 22:00:00,,,61,0,0,0,0,1,0,0,0,0
54555,54555,519e5787e4b03e84e795707b,2013-05-23 00:00:00,13,Thursday,United States,,,0,2013-05-23 13:00:00,,,45149,1,0,0,0,0,0,0,1,0
52157,52157,519d1f86e4b0c77ef93a86c4,2013-05-22 00:00:00,15,Wednesday,United States,,,0,2013-05-22 15:00:00,,,45149,1,0,0,0,0,0,1,0,0
12141,12141,5187eefae4b0b930f1d1bf76,2013-05-06 00:00:00,13,Monday,United States,,,0,2013-05-06 13:00:00,,,45149,1,0,0,0,1,0,0,0,0
47165,47165,519b7e6fe4b01bfcc887c742,2013-05-21 00:00:00,10,Tuesday,United States,,,0,2013-05-21 10:00:00,,,45149,1,0,0,0,0,1,0,0,0
48805,48805,519baeb0e4b053227f134f8c,2013-05-21 00:00:00,13,Tuesday,United States,,,0,2013-05-21 13:00:00,,,45149,1,0,0,0,0,1,0,0,0
72620,72620,51a83120e4b02f202602bf91,2013-05-31 00:00:00,1,Friday,Australia,2013-07-09 00:00:00,2.0,1,2013-05-31 01:00:00,2013-07-09 02:00:00,39 days 01:00:00.000000000,3414,0,0,0,1,0,0,0,0,1
50921,50921,519c9d80e4b025301133ecec,2013-05-22 00:00:00,6,Wednesday,Taiwan,2013-06-12 00:00:00,5.0,1,2013-05-22 06:00:00,2013-06-12 05:00:00,20 days 23:00:00.000000000,120,0,0,0,0,0,0,1,0,0
28149,28149,519126cde4b0c6f6d72ff028,2013-05-13 00:00:00,13,Monday,United States,,,0,2013-05-13 13:00:00,,,45149,1,0,0,0,1,0,0,0,0
59438,59438,51a16764e4b0660e99ad4efa,2013-05-25 00:00:00,21,Saturday,United States,2013-05-26 00:00:00,12.0,1,2013-05-25 21:00:00,2013-05-26 12:00:00,0 days 15:00:00.000000000,45149,1,0,0,0,0,0,1,0,0
